1,Alligator
2,Antelope
3,Bear
4,Bison
5,Camel
6,Cat
7,Cheetah
8,Cougar
9,Cow
10,Deer
11,Doe
12,Dog
13,Elephant
14,Ferret
15,Fox
16,Giraffe
17,Goat
18,Hippo
19,Horse
20,Hyena
21,Kenguru
22,Koala
23,Lemur
24,Lion
25,Panda
26,Penguin
27,Pig
28,Pug
29,Puppy
30,Rabbit
31,Rhino
32,Shark
33,Sheep
34,Squirrel
35,Turtle
36,Wolf
37,Zebra
